# registration_date,channel_id,channel_name,metric1,metric2,metric3,stream_date,stream_duration,peak_viewers
23/05/2022,N8032,nl_Kripp,495072,23271722,69009,08/08/2025,02:10:18,14356
23/05/2022,N8032,nl_Kripp,495072,23271722,69009,05/08/2025,01:11:54,10267
23/05/2022,N8032,nl_Kripp,495072,23271722,69009,28/07/2025,02:13:42,13011
23/05/2022,N8032,nl_Kripp,495072,23271722,69009,28/07/2025,01:08:40,13427
23/05/2022,N8032,nl_Kripp,495072,23271722,69009,18/07/2025,02:01:13,17455
11/05/2023,P6114,pokimane,286467,23586902,43050,04/08/2025,01:21:55,9447
11/05/2023,P6114,pokimane,286467,23586902,43050,16/07/2025,00:02:46,19400
11/05/2023,P6114,pokimane,286467,23586902,43050,10/08/2025,00:00:09,10097
11/05/2023,P6114,pokimane,286467,23586902,43050,22/07/2025,01:55:46,18422
12/05/2021,B8595,BeyondTheSummit,57448,32228705,35865,18/07/2025,01:56:23,15237
12/05/2021,B8595,BeyondTheSummit,57448,32228705,35865,13/08/2025,00:46:10,3394
12/05/2021,B8595,BeyondTheSummit,57448,32228705,35865,06/08/2025,00:52:38,19842
12/05/2021,B8595,BeyondTheSummit,57448,32228705,35865,30/07/2025,02:16:38,4410
12/05/2021,B8595,BeyondTheSummit,57448,32228705,35865,26/07/2025,01:07:19,9528
12/05/2021,B8595,BeyondTheSummit,57448,32228705,35865,31/08/2025,00:56:55,2926
22/04/2021,D5497,DrLupo,46946,15586820,17253,28/07/2025,01:52:04,7914
22/04/2021,D5497,DrLupo,46946,15586820,17253,16/08/2025,00:45:47,11697
22/04/2021,D5497,DrLupo,46946,15586820,17253,29/08/2025,00:40:42,5805
22/04/2021,D5497,DrLupo,46946,15586820,17253,18/07/2025,00:52:28,11978
22/04/2021,D5497,DrLupo,46946,15586820,17253,09/08/2025,02:05:22,10628
22/04/2021,D5497,DrLupo,46946,15586820,17253,27/08/2025,01:00:06,11831
22/04/2021,D5497,DrLupo,46946,15586820,17253,15/07/2025,01:53:04,16309
01/01/2023,H3911,HasanAbi,137229,17857171,87751,29/08/2025,01:41:44,2670
01/01/2023,H3911,HasanAbi,137229,17857171,87751,18/08/2025,00:29:56,5117
01/01/2023,H3911,HasanAbi,137229,17857171,87751,13/08/2025,00:46:12,8804
01/01/2023,H3911,HasanAbi,137229,17857171,87751,08/08/2025,00:12:27,10381
01/01/2023,H3911,HasanAbi,137229,17857171,87751,11/08/2025,01:46:55,15086
01/01/2023,H3911,HasanAbi,137229,17857171,87751,03/08/2025,01:09:53,10947
03/02/2023,T6688,TimTheTatman,189847,20714971,45726,23/07/2025,00:47:12,16613
03/02/2023,T6688,TimTheTatman,189847,20714971,45726,03/09/2025,02:23:06,15167
03/02/2023,T6688,TimTheTatman,189847,20714971,45726,19/07/2025,01:15:52,14542
03/02/2023,T6688,TimTheTatman,189847,20714971,45726,05/08/2025,01:09:45,13424
03/02/2023,T6688,TimTheTatman,189847,20714971,45726,18/07/2025,02:27:58,10392
03/02/2023,T6688,TimTheTatman,189847,20714971,45726,21/07/2025,00:25:21,19744
03/02/2023,T6688,TimTheTatman,189847,20714971,45726,30/08/2025,01:48:35,11101
03/02/2023,T6688,TimTheTatman,189847,20714971,45726,17/07/2025,01:46:10,5587
03/02/2023,T6688,TimTheTatman,189847,20714971,45726,03/09/2025,01:38:10,12695
11/05/2021,E7473,ElmiilloR,875678,21128175,158972,13/08/2025,00:33:20,12076
